page path,document type,document supertype,number of sessions that visit this page,number of sessions where this page is an entrance hit,number of sessions where this page is an exit hit,number of sessions where this page is both an entrance and exit hit,tfdf_max,label
/apply-for-divorce,answer,services,9,4,1,0,4,
/family-permit/apply-retained-right-of-residence,guide,services,7,1,0,0,4,
/employment/finding-job,taxon,other,172,3,7,0,4,
/employment-tribunals/legislation,guide,services,7,1,0,0,4,
/government/publications/indefinite-leave-to-remain-calculating-continuous-period-in-uk,guidance,guidance and regulation,6,1,2,0,4,
/government/publications/council-tax-base-calculation,form,services,3,0,0,0,4,
/claim-for-injury-received-while-serving/what-youll-get,guide,services,7,0,0,0,4,
/female-genital-mutilation-help-advice,place,services,2,0,0,0,4,
/government/publications/universal-credit-work-allowances/universal-credit-work-allowances,html_publication,other,36,10,13,3,4,
/careers-helpline-for-teenagers,answer,services,78,12,13,0,4,
/workplace-temperatures,answer,services,29,2,3,3,4,
/guidance/welcome-a-guide-for-hong-kong-british-national-overseas-visa-holders-in-the-uk.zh-hk,detailed_guide,guidance and regulation,18,1,7,4,4,
/government/publications/basic-check-guidance-and-policies/basic-check-id-checking-guidelines-from-1-july-2021,html_publication,other,30,5,4,1,4,
/courts,guide,services,12,4,0,0,4,
/government/publications/calculating-holiday-entitlement-for-workers,guidance,guidance and regulation,36,3,0,0,4,
/guidance/check-if-youre-eligible-for-the-coronavirus-additional-restrictions-grant,detailed_guide,guidance and regulation,10,1,0,0,4,
/right-to-buy-buying-your-council-home,guide,services,10,1,2,0,4,
/self-assessment-tax-returns/sending-return,guide,services,21,0,0,0,4,
/government/publications/skilled-worker-visa-going-rates-for-eligible-occupations,guidance,guidance and regulation,61,2,0,0,4,
/national-concessionary-fuel-scheme,guide,services,20,0,0,0,4,
/new-employee/late-p45,guide,services,14,0,2,0,4,
/foreign-travel-advice/france/entry-requirements,travel_advice,guidance and regulation,26,5,6,1,4,
/apply-transit-visa,step_by_step_nav,services,8,0,0,0,4,
/deferring-state-pension/how-to-claim-a-deferred-state-pension,guide,services,98,10,3,1,4,
/guidance/tax-free-allowances-on-property-and-trading-income,detailed_guide,guidance and regulation,7,2,0,1,4,
/set-up-business-partnership,guide,services,13,0,0,0,4,
/find-covid-19-lateral-flow-test-site,local_transaction,services,22,3,13,0,4,
/come-uk-married,step_by_step_nav,services,24,0,1,0,4,
/uk-visa-sponsorship-employers/eligibility,guide,services,54,2,0,0,4,
/government/publications/benefit-overpayment-recovery-staff-guide/benefit-overpayment-recovery-guide,html_publication,other,8,0,5,0,4,
/graduate-visa/your-partner-and-children,guide,services,18,3,0,0,4,
/agricultural-workers-rights/pay-and-overtime,guide,services,24,1,1,1,4,
/guidance/local-housing-allowance,detailed_guide,guidance and regulation,11,3,4,0,4,
/government/publications/how-to-rent/how-to-rent-the-checklist-for-renting-in-england,html_publication,other,10,1,2,0,4,
/official-documents,finder,other,4,2,0,0,4,
/plan-retirement-income/private-pensions,guide,services,35,1,3,1,4,
/guidance/flexi-job-apprenticeship-offer,detailed_guide,guidance and regulation,24,8,5,0,4,
/council-housing/types-of-tenancy,guide,services,19,0,1,0,4,
/government/publications/covid-19-vaccination-booking-an-appointment-letter/booking-your-coronavirus-covid-19-vaccination-appointments,html_publication,other,12,7,3,0,4,
/government/publications/basic-check-guidance-and-policies,guidance,guidance and regulation,37,3,1,0,4,
/government/organisations/department-for-transport,organisation,other,27,2,5,0,4,
/government/publications/test-and-trace-support-payment-scheme-claiming-financial-support,guidance,guidance and regulation,7,1,0,0,4,
/government/organisations/foreign-commonwealth-office,organisation,other,35,4,18,4,4,
/rent-room-in-your-home,guide,services,17,0,1,0,4,
/government/organisations/immigration-enforcement,organisation,other,18,0,0,0,4,
/government/publications/dwp-debt-management-performance-data/dwp-debt-management-customer-service-standards,html_publication,other,22,5,5,2,4,
/guidance/tell-us-about-a-change-in-circumstances,detailed_guide,guidance and regulation,4,0,1,0,4,
/the-warm-home-discount-scheme/energy-suppliers,guide,services,29,5,1,0,4,
/carers-uk,answer,services,20,2,0,0,4,
/attendance-allowance/report-change-in-circumstances,guide,services,45,11,3,0,4,
/biometric-residence-permits/personal-data,guide,services,87,9,4,0,4,
/guidance/steps-to-take-before-calculating-your-claim-using-the-coronavirus-job-retention-scheme,detailed_guide,guidance and regulation,8,0,1,0,4,
/legal-aid,guide,services,12,3,2,0,4,
/sign-in-to-manage-your-student-loan-balance,transaction,services,30,9,5,0,4,
/make-a-freedom-of-information-request,guide,services,13,0,1,0,4,
/financial-help-disabled/injuries-illness-caused-at-work,guide,services,14,0,0,0,4,
/family-permit/eea-family-permit,guide,services,21,1,2,0,4,
/student-finance-forms,simple_smart_answer,services,14,4,2,1,4,
/private-renting/document-checks,guide,services,111,10,4,0,4,
/become-childminder-nanny,guide,services,17,1,4,0,4,
/browse/driving/driving-uk-and-abroad,mainstream_browse_page,other,19,1,0,0,4,
/rest-breaks-work/disputes,guide,services,29,6,0,0,4,
/foreign-travel-advice/spain/entry-requirements,travel_advice,guidance and regulation,35,15,7,0,4,
/topic/further-education-skills/learning-records-service,topic,other,228,10,91,82,4,
/government/collections/human-rights-and-democracy-reports,document_collection,other,1,0,0,0,4,
/government/publications/keep-records-for-sponsorship-appendix-d,guidance,guidance and regulation,10,2,3,0,4,
/guidance/what-payroll-information-to-report-to-hmrc,detailed_guide,guidance and regulation,8,1,1,0,4,
/government/publications/employers-could-you-offer-work-experience,guidance,guidance and regulation,8,0,0,0,4,
/government/publications/fit-notes-the-collection-of-anonymous-data-in-england,guidance,guidance and regulation,2,0,0,0,4,
/guidance/new-style-employment-and-support-allowance-detailed-guide,detailed_guide,guidance and regulation,19,5,4,0,4,
/running-payroll/payments,guide,services,20,2,1,0,4,
/government/publications/changes-to-the-coronavirus-job-retention-scheme/changes-to-the-coronavirus-job-retention-scheme,html_publication,other,16,6,1,0,4,
/council-tax/who-has-to-pay,guide,services,23,4,6,0,4,
/disabled-students-allowance-dsa/how-to-claim,guide,services,20,1,3,0,4,
/government/publications/maternity-certificate-mat-b1-guidance-for-health-professionals/benefits-available-during-pregnancy-background-information,html_publication,other,16,2,8,2,4,
/criminal-record-check-become-driving-instructor,transaction,services,30,9,1,2,4,
/guidance/how-to-register-and-use-the-apprenticeship-service-as-a-training-provider,detailed_guide,guidance and regulation,6,1,2,0,4,
/disciplinary-procedures-and-action-at-work,guide,services,64,3,7,0,4,
/chaperone-child-performers,local_transaction,services,9,3,2,1,4,
/early-years-foundation-stage,answer,services,6,1,1,0,4,
/buy-sell-your-home/energy-performance-certificates,guide,services,8,2,2,0,4,
/government/publications/spending-review-2020-documents/spending-review-2020,html_publication,other,2,1,0,0,4,
/change-name-deed-poll/enrol-a-deed-poll-with-the-courts,guide,services,9,0,1,0,4,
/browse/visas-immigration/arriving-in-the-uk,mainstream_browse_page,other,75,2,1,0,4,
/nominate-someone-to-collect-state-pension,answer,services,17,0,1,0,4,
/government/organisations/foreign-commonwealth-development-office/about/recruitment,recruitment,other,21,7,6,0,4,
/refugee-integration-loan,guide,services,16,1,3,3,4,
/uk-visa-sponsorship-employers/types-of-licence,guide,services,39,1,0,0,4,
/make-a-sorn,transaction,services,17,4,4,0,4,
/browse/business/farming,mainstream_browse_page,other,9,0,0,0,4,
/government/publications/state-pension-fact-sheets,guidance,guidance and regulation,6,0,0,0,4,
/tell-employer-or-college-about-criminal-record/driving-convictions,guide,services,46,12,2,0,4,
/claim-national-insurance-refund,simple_smart_answer,services,49,3,6,0,4,
/guidance/reporting-payments-in-paye-real-time-information-from-the-coronavirus-job-retention-scheme,detailed_guide,guidance and regulation,6,0,0,0,4,
/running-payroll/paying-hmrc,guide,services,9,0,1,0,4,
/parents-learning-allowance/how-to-claim,guide,services,9,0,0,0,4,
/guidance/national-insurance-number-applying-for-a-number-for-a-looked-after-child,detailed_guide,guidance and regulation,23,3,3,0,4,
/what-different-qualification-levels-mean/compare-different-qualification-levels,guide,services,39,6,3,1,4,
/search-will-probate,transaction,services,13,3,3,0,4,
/youth-mobility/eligibility,guide,services,34,1,1,0,4,
/government/publications/global-talent-eligible-prize-list,guidance,guidance and regulation,4,0,0,0,4,
/bringing-cash-into-uk,answer,services,17,1,1,0,4,
/government/collections/fit-for-work-guidance,document_collection,other,4,0,0,0,4,
/personalised-vehicle-registration-numbers,guide,services,6,0,1,1,4,
/guidance/dbs-and-coronavirus-covid-19-frequently-asked-questions,detailed_guide,guidance and regulation,14,2,1,0,4,
/uk-visa-sponsorship-employers/your-responsibilities,guide,services,20,2,0,0,4,
/tax-relief-for-employees/vehicles-you-use-for-work,guide,services,11,2,3,0,4,
/browse/driving/highway-code-road-safety,mainstream_browse_page,other,14,0,2,0,4,
/driving-disqualifications,guide,services,13,0,1,0,4,
/disability-living-allowance-children/rates,guide,services,19,1,2,0,4,
/legal-obligations-drivers-riders,answer,services,33,0,1,0,4,
/guidance/job-expenses-for-uniforms-work-clothing-and-tools,detailed_guide,guidance and regulation,8,1,3,0,4,
/attendance-allowance/eligibility,guide,services,116,6,6,0,4,
/tax-on-pension-death-benefits,answer,services,38,5,4,3,4,
/guidance/recovery-loan-scheme,detailed_guide,guidance and regulation,11,2,1,0,4,
/get-help-savings-low-income/eligibility,guide,services,20,2,2,0,4,
/tax-national-insurance-after-state-pension-age/stopping-paying-national-insurance,guide,services,59,3,10,1,4,
/welfare/welfare-reform,taxon,other,5,0,0,0,4,
/guidance/help-and-support-for-self-assessment,detailed_guide,guidance and regulation,14,3,0,0,4,
/government/publications/coronavirus-covid-19-travellers-exempt-from-uk-border-rules/coronavirus-covid-19-travellers-exempt-from-uk-border-rules,html_publication,other,22,4,4,0,4,
/support-for-foster-parents/help-with-the-cost-of-fostering,guide,services,6,1,0,0,4,
/guidance/criminal-record-checks-for-childminders-and-childcare-workers,detailed_guide,guidance and regulation,57,25,6,0,4,
/government/organisations/student-loans-company,organisation,other,28,2,10,0,4,
/uk-visa-sponsorship-employers/certificates-of-sponsorship,guide,services,26,2,3,0,4,
/government/publications/equality-act-guidance,guidance,guidance and regulation,52,12,1,0,4,
/government/publications/right-to-work-checks-code-of-practice-on-avoiding-discrimination,guidance,guidance and regulation,14,6,0,0,4,
/government/publications/dbs-checks-for-working-with-children-in-places-of-worship,guidance,guidance and regulation,8,0,1,0,4,
/foreign-travel-advice/united-arab-emirates/entry-requirements,travel_advice,guidance and regulation,8,2,1,0,4,
/income-tax/how-you-pay-income-tax,guide,services,55,3,2,0,4,
/tax-credits-overpayments/universal-credit,guide,services,6,0,0,0,4,
/government/organisations/skills-funding-agency,organisation,other,59,14,21,0,4,
/apply-to-come-to-the-uk/getting-a-decision-on-your-application,guide,services,42,3,5,0,4,
/overtime-your-rights/compulsory-overtime,guide,services,55,9,10,2,4,
/help-with-childcare-costs/free-childcare-and-education-for-2-to-4-year-olds,guide,services,21,1,1,0,4,
/government/publications/the-official-hmrc-app,promotional,guidance and regulation,43,1,1,0,4,
/government/publications/applying-to-the-register-of-apprenticeship-training-providers-roatp,guidance,guidance and regulation,9,1,0,0,4,
/dismiss-staff/unfair-dismissals,guide,services,15,0,3,1,4,
/rights-of-trade-union-reps,answer,services,19,1,1,1,4,
/return-home-voluntarily,guide,services,7,0,3,0,4,
/motorcycle-cbt,guide,services,15,2,3,0,4,
/photos-for-passports,guide,services,32,9,3,0,4,
/government/publications/kickstart-scheme-promotional-materials,promotional,guidance and regulation,22,3,1,0,4,
/guidance/check-if-you-can-get-an-sia-licence-with-a-criminal-record,detailed_guide,guidance and regulation,15,7,1,0,4,
/becoming-foster-parent/help-with-the-cost-of-fostering,guide,services,16,2,4,0,4,
/tax-on-pension/tax-when-you-live-abroad,guide,services,27,2,0,0,4,
/government/publications/paye-starter-checklist,form,services,77,23,28,0,4,
/guidance/using-the-eu-exit-id-document-check-app,detailed_guide,guidance and regulation,51,2,7,1,4,
/government/publications/capability-for-work-questionnaire,form,services,31,5,4,1,4,
/foreign-travel-advice/canada/entry-requirements,travel_advice,guidance and regulation,9,3,3,0,4,
/government/organisations/department-of-social-security,organisation,other,35,1,28,2,4,
/uk-family-visa/after-you-apply,guide,services,7,1,0,0,4,
/if-youre-homeless-at-risk-of-homelessness,answer,services,18,2,6,0,4,
/data-protection-your-business,guide,services,11,2,0,0,4,
/government/collections/coronavirus-covid-19-immigration-and-borders,document_collection,other,8,0,1,0,4,
/discrimination-your-rights/discrimination-at-work,guide,services,52,6,4,0,4,
/government/collections/plan-for-jobs-skills-employment-and-support-programmes-for-jobseekers,document_collection,other,60,4,8,1,4,
/topic/dealing-with-hmrc/tax-agent-guidance,topic,other,8,0,0,0,4,
/guidance/holiday-entitlement-and-pay-during-coronavirus-covid-19,detailed_guide,guidance and regulation,20,5,4,1,4,
/keeping-your-pay-tax-records/how-long-to-keep-your-records,guide,services,31,0,1,0,4,
/guardians-allowance,guide,services,29,0,1,0,4,
/repaying-your-student-loan/when-you-start-repaying,guide,services,12,3,0,0,4,
/government/publications/working-together-to-safeguard-children--2,statutory_guidance,guidance and regulation,10,1,3,0,4,
/employment-contracts-and-conditions/collective-agreements,guide,services,89,6,1,0,4,
/government/publications/uk-points-based-immigration-system-employer-information,promotional,guidance and regulation,13,1,1,0,4,
/government/publications/support-to-help-with-the-cost-of-transport/support-to-help-with-the-cost-of-transport,html_publication,other,12,5,3,0,4,
/world/spain,taxon,other,7,0,2,1,4,
/browse/employing-people/payroll,mainstream_browse_page,other,86,2,3,0,4,
/health-care-worker-visa/knowledge-of-english,guide,services,18,2,0,0,4,
/bring-pet-to-great-britain/microchip,guide,services,2,0,0,0,4,
/pension-credit/what-youll-get,guide,services,305,26,12,2,4,
/taxi-driver-licence,guide,services,13,1,3,1,4,
/find-driving-schools-and-lessons,transaction,services,17,3,2,0,4,
/government/collections/hmrc-webinars-email-alerts-and-videos,document_collection,other,3,0,1,0,4,
/volunteer-as-a-coastguard,guide,services,14,1,6,0,4,
/guidance/brexit-guidance-for-businesses,detailed_guide,guidance and regulation,44,3,0,0,4,
/guidance/academic-technology-approval-scheme,detailed_guide,guidance and regulation,45,8,10,0,4,
/government/organisations/hm-courts-and-tribunals-service,organisation,other,27,1,4,0,4,
/employer-relocation-your-rights,answer,services,37,4,2,0,4,
/government/publications/visitor-visa-guide-to-supporting-documents,guidance,guidance and regulation,9,0,1,0,4,
/tax-codes/emergency-tax-codes,guide,services,49,5,7,1,4,
/government/publications/keeping-children-safe-in-education--2,statutory_guidance,guidance and regulation,7,2,1,0,4,
/topic/company-registration-filing/running-company,topic,other,3,0,0,0,4,
/redundancy-your-rights/suitable-alternative-employment,guide,services,86,9,1,1,4,
/guidance/financial-evidence-for-sponsored-or-endorsed-work-routes,detailed_guide,guidance and regulation,7,1,0,0,4,
/government/publications/universal-credit-landlord-portal-and-trusted-partner-scheme-for-social-landlords,guidance,guidance and regulation,4,0,0,0,4,
/government/publications/national-insurance-credits-for-adults-who-care-for-a-child-under-12-fact-sheet/specified-adult-childcare-credits-fact-sheet,html_publication,other,8,0,0,0,4,
/health-care-worker-visa/documents-you-must-provide,guide,services,39,2,0,0,4,
/government/publications/eu-settlement-scheme-communications-information-for-applicants/eu-settlement-scheme-information-for-eu-settlement-scheme-applicants-accessible-version,html_publication,other,15,1,7,0,4,
/income-support/report-a-change-of-circumstances,guide,services,54,10,12,0,4,
/apply-permitted-paid-engagement-visa,step_by_step_nav,services,4,0,0,0,4,
/healthcare-immigration-application/who-needs-pay,guide,services,11,2,0,1,4,
/vehicle-log-book/if-you-cannot-apply-online,guide,services,7,1,0,0,4,
/disability-living-allowance-children/when-your-child-turns-16,guide,services,5,0,1,0,4,
/apply-direct-payments,local_transaction,services,20,3,4,0,4,
/change-vehicle-details-registration-certificate,guide,services,3,0,0,0,4,
/pass-plus,guide,services,6,0,0,0,4,
/foreign-travel-advice/greece,travel_advice,guidance and regulation,25,3,7,0,4,
/foreign-travel-advice/canada,travel_advice,guidance and regulation,5,1,1,0,4,
/government/publications/criminal-record-certificate-requirement,guidance,guidance and regulation,19,3,5,0,4,
/government/organisations/disclosure-and-barring-service/about,about,other,251,44,119,13,4,
/skilled-worker-visa/when-you-can-be-paid-less,guide,services,68,1,1,0,4,
/education/further-education-funding,taxon,other,14,2,0,0,4,
/bringing-goods-into-uk-personal-use/declaring-goods,guide,services,2,0,0,0,4,
/government/publications/apprenticeship-recruitment-employers-and-training-organisations,guidance,guidance and regulation,70,32,1,0,4,
/government/publications/paye-expat-starter-checklist,form,services,4,0,0,0,4,
/government/publications/universal-credit-and-homeless-people,guidance,guidance and regulation,7,0,1,0,4,
/foreign-travel-advice/italy,travel_advice,guidance and regulation,26,5,3,3,4,
/government/collections/dbs-update-service-promotional-material,document_collection,other,72,18,6,0,4,
/government/publications/traineeship-employer-incentive-registration-form,guidance,guidance and regulation,10,1,0,1,4,
/personal-pensions-your-rights/choosing-personal-pension,guide,services,62,8,1,0,4,
/guidance/renew-your-sia-licence,detailed_guide,guidance and regulation,9,4,2,1,4,
/report-problem-criminal-record-certificate/appeal-against-a-new-barring-decision,guide,services,31,8,1,0,4,
/government/collections/landlords-immigration-right-to-rent-checks,document_collection,other,20,1,4,0,4,
/divorce,guide,services,14,0,2,0,4,
/stamp-duty-land-tax/residential-property-rates,guide,services,14,4,4,0,4,
/government/organisations/insolvency-service,organisation,other,14,2,1,0,4,
/government/collections/public-bodies,document_collection,other,13,0,1,0,4,
/skilled-worker-visa/if-you-work-in-healthcare-or-education,guide,services,54,1,2,0,4,
/foreign-travel-advice/spain,travel_advice,guidance and regulation,41,5,6,2,4,
/government/publications/supporting-young-people-to-develop-the-skills-for-apprenticeships-and-sustainable-employment-framework-for-delivery,guidance,guidance and regulation,13,4,0,0,4,
/guidance/apply-for-an-sia-licence,detailed_guide,guidance and regulation,34,9,13,0,4,
/mot-testing-service,transaction,services,8,6,2,0,4,
/plan-shared-parental-leave-pay,transaction,services,24,3,2,0,4,
/undeclared-income,answer,services,10,0,1,0,4,
/become-magistrate,guide,services,26,3,3,0,4,
/uk-visa-sponsorship-employers/sponsorship-management-roles,guide,services,28,0,0,0,4,
/improve-energy-efficiency,answer,services,18,4,1,0,4,
/constant-attendance-allowance/eligibility,guide,services,3,0,0,0,4,
/government/publications/winter-fuel-payment-claim-form,form,services,10,2,0,0,4,
/passport-application-while-visiting-uk,answer,services,4,0,0,0,4,
/government/publications/how-to-take-a-complaint-to-the-independent-case-examiner,guidance,guidance and regulation,10,1,0,0,4,
/government/statistical-data-sets/fe-data-library-apprenticeships,statistical_data_set,research and statistics,11,2,5,1,4,
/national-benefit-fraud-hotline,answer,services,8,1,0,0,4,
/asylum-support/how-to-claim,guide,services,6,1,0,0,4,
/search-bankruptcy-insolvency-register,answer,services,14,2,1,0,4,
/income-tax-reliefs,guide,services,61,5,1,0,4,
/benefit-cap/when-youre-not-affected,guide,services,51,5,2,0,4,
/guidance/working-safely-during-covid-19/construction-and-other-outdoor-work,manual,guidance and regulation,3,1,0,0,4,
/jobcentre-plus-help-for-recruiters/work-experience-apprenticeships,guide,services,38,2,1,0,4,
/government/organisations/department-for-work-pensions/about/statistics,statistics,research and statistics,19,1,1,0,4,
/government/publications/face-coverings-when-to-wear-one-and-how-to-make-your-own/face-coverings-when-to-wear-one-and-how-to-make-your-own,html_publication,other,16,6,6,0,4,
/government/publications/state-pensions-annual-increases-if-you-live-abroad,guidance,guidance and regulation,3,0,0,0,4,
/government/publications/jobseekers-allowance-back-to-work-schemes/universal-credit,html_publication,other,9,1,4,0,4,
/skilled-worker-visa/your-partner-and-children,guide,services,49,12,8,1,4,
/expenses-and-benefits-clothing,guide,services,4,1,0,0,4,
/apply-home-office-travel-document,guide,services,23,0,5,0,4,
/apply-needs-assessment-social-services,local_transaction,services,28,2,2,0,4,
/widowed-parents-allowance/how-to-claim,guide,services,4,0,0,0,4,
/find-a-community-support-group-or-organisation,local_transaction,services,19,4,0,0,4,
/death-spouse-benefits-tax-pension/benefits,guide,services,43,2,3,0,4,
/government/publications/dbs-subject-access-request,guidance,guidance and regulation,13,2,2,0,4,
/jobseekers-allowance/print,guide,services,23,4,0,0,4,
/subsidised-college-transport-16-19,local_transaction,services,15,3,0,0,4,
/death-spouse-benefits-tax-pension,guide,services,86,8,0,0,4,
/handing-in-your-notice/restrictive-covenants,guide,services,30,7,0,1,4,
/uk-visa-sponsorship-employers/immigration-skills-charge,guide,services,18,4,1,0,4,
/paternity-pay-leave/adoption,guide,services,15,1,0,0,4,
/employment-status/director,guide,services,15,1,0,0,4,
/get-help-hmrc-extra-support/cannot-use-telephone-different-way-to-contact,guide,services,28,3,2,0,4,
/vat-registration,guide,services,15,0,1,0,4,
/check-vehicle-e10-petrol,transaction,services,39,12,19,0,4,
/coronavirus-volunteering,guide,services,25,4,4,1,4,
/dual-citizenship,answer,services,69,7,1,0,4,
/student-visa/apply,guide,services,22,5,1,0,4,
/employee-tax-codes,guide,services,31,2,2,0,4,
/find-postgraduate-teacher-training-courses,transaction,services,50,11,10,3,4,
/government/publications/child-benefit-claim-form-ch2,form,services,44,13,4,0,4,
/holiday-entitlement-rights/workers-furlough-coronavirus,guide,services,24,4,3,0,4,
/child-tax-credit/new-claim,guide,services,42,3,2,0,4,
/ask-for-a-visa-administrative-review/if-youre-in-the-uk,guide,services,19,3,5,0,4,
/tax-foreign-income/non-domiciled-residents,guide,services,12,1,1,0,4,
/send-prisoner-money,transaction,services,6,1,1,1,4,
/financial-help-disabled/television-licence-discount,guide,services,58,1,0,0,4,
/types-of-prison-sentence/determinate-prison-sentences-fixed-length-of-time,guide,services,4,1,0,0,4,
/government/collections/citizenship-application-forms,document_collection,other,22,1,0,0,4,
/masters-loan,guide,services,19,2,3,0,4,
/agency-workers-your-rights/pay,guide,services,27,1,6,1,4,
/mortgage-rescue-scheme,answer,services,5,1,0,0,4,
/visa-to-study-english,guide,services,26,0,1,0,4,
/claim-benefits-abroad/maternity-and-childcare-benefits,guide,services,11,1,1,0,4,
/sorn-statutory-off-road-notification,guide,services,5,0,0,0,4,
/check-uk-vat-number,transaction,services,8,3,3,0,4,
/uk-residence-card/replace,guide,services,14,0,0,0,4,
/being-taken-to-employment-tribunal-by-employee,guide,services,11,0,1,0,3,
/right-of-abode/commonwealth-citizens,guide,services,27,0,0,0,3,
/renew-lorry-bus-coach-licence,guide,services,3,0,0,0,3,
/government/publications/fit-note-guidance-for-gps,guidance,guidance and regulation,5,1,0,0,3,
/temporary-worker-charity-worker-visa/eligibility,guide,services,13,1,0,0,3,
/government/publications/nursing-degree-apprenticeships-factsheet/nursing-degree-apprenticeship-factsheet,html_publication,other,26,10,11,0,3,
/government/publications/post-16-education-and-training-institutions-transition-grants-for-area-reviews,form,services,6,0,0,0,3,
/recover-statutory-payments/if-you-cant-afford-to-make-payments,guide,services,6,1,1,0,3,
/foreign-travel-advice/sri-lanka,travel_advice,guidance and regulation,4,0,0,0,3,
/government/organisations/education-funding-agency,organisation,other,3,0,2,0,3,
/government/organisations/ofqual,organisation,other,18,1,11,0,3,
/mot-reminder,transaction,services,6,0,3,0,3,
/food-business-registration,licence,services,12,0,5,0,3,
/how-sentences-are-worked-out,answer,services,2,0,0,0,3,
/death-spouse-benefits-tax-pension/print,guide,services,3,1,0,0,3,
/ancestry-visa/apply,guide,services,6,0,0,0,3,
/guidance/coronavirus-covid-19-worker-and-temporary-worker-sponsors,detailed_guide,guidance and regulation,2,0,0,0,3,
/student-finance/eu-students,guide,services,9,2,0,0,3,
/paternity-pay-leave/how-to-claim,guide,services,51,2,5,1,3,
/replacement-exam-certificate/if-your-old-exam-board-no-longer-exists,guide,services,7,2,0,0,3,
/if-you-dont-pay-your-tax-bill,guide,services,5,0,0,0,3,
/register-jobs-international-organisations,transaction,services,29,5,0,4,3,
/browse/business/funding-debt,mainstream_browse_page,other,8,1,0,0,3,
/tax-on-dividends,guide,services,17,2,2,0,3,
/government/publications/unlock-opportunity-employer-information-pack-and-case-studies,guidance,guidance and regulation,11,1,0,0,3,
/help/get-emails-about-updates-to-govuk,help_page,other,11,2,0,0,3,
/claim-asylum/eligibility,guide,services,15,1,0,0,3,
/housing-tribunals,guide,services,5,0,0,0,3,
/ask-for-a-visa-administrative-review,guide,services,8,0,2,0,3,
/staff-redundant/noncompulsory-redundancy,guide,services,11,1,0,0,3,
/government/collections/employers-illegal-working-penalties,document_collection,other,12,2,1,0,3,
/government/organisations/employment-agency-standards-inspectorate,organisation,other,2,0,1,1,3,
/health-and-safety-executive,answer,services,16,2,1,0,3,
/government/publications/redundancy-support-for-employers/redundancy-factsheet-for-employees,html_publication,other,4,1,0,1,3,
/child-work-permit-england-wales,licence,services,12,2,2,1,3,
/bankruptcy,guide,services,10,0,1,0,3,
/vehicle-exempt-from-vehicle-tax,answer,services,30,0,1,0,3,
/vat-registration/when-to-register,guide,services,6,0,0,0,3,
/become-lorry-bus-driver/fees,guide,services,11,3,2,0,3,
/government/publications/english-and-maths-requirements-in-apprenticeship-standards-at-level-2-and-above,guidance,guidance and regulation,12,6,0,0,3,
/government/publications/find-a-skills-bootcamp,guidance,guidance and regulation,54,3,2,0,3,
/guidance/how-to-reportself-isolation-support-payments,detailed_guide,guidance and regulation,4,0,0,0,3,
/going-and-being-abroad/living-abroad,taxon,other,6,0,0,0,3,
/capital-gains-tax/report-and-pay-capital-gains-tax,guide,services,21,4,2,0,3,
/guidance/pension-schemes-protect-your-lifetime-allowance,detailed_guide,guidance and regulation,18,6,3,0,3,
/world/kenya,taxon,other,5,0,0,0,3,
/guidance/the-uks-points-based-immigration-system-information-for-eu-citizens.da,detailed_guide,guidance and regulation,1,0,0,0,3,
/married-couples-allowance/what-youll-get,guide,services,9,1,0,0,3,
/extra-money-pay-university/university-and-college-hardship-funds,guide,services,18,4,0,0,3,
/manage-child-maintenance-case/nonpayment-what-happens,guide,services,6,0,1,0,3,
/residential-support-scheme,guide,services,17,0,1,0,3,
/tax-relief-for-employees/professional-fees-and-subscriptions,guide,services,4,1,0,0,3,
/government/publications/common-travel-area-guidance,guidance,guidance and regulation,11,3,4,0,3,
/appeal-housing-benefit-decision,local_transaction,services,11,0,0,0,3,
/benefit-cap/benefit-cap-amounts,guide,services,53,6,7,0,3,
/postgraduate-scholarships-international-students,answer,services,27,6,1,0,3,
/manage-child-maintenance-case/contact,guide,services,12,2,2,0,3,
/visas-and-immigration-service-and-support-centres/locations,guide,services,11,2,0,0,3,
/right-to-acquire-buying-housing-association-home,guide,services,5,0,0,0,3,
/turkish-worker/eligibility,guide,services,2,0,0,0,3,
/government/publications/safeguarding-factsheet-community-volunteers-during-covid-19-outbreak/safeguarding-and-dbs-factsheet-faqs,html_publication,other,7,2,1,0,3,
/government/publications/redundancy-support-for-employers/redundancy-factsheet-for-employers,html_publication,other,4,0,0,0,3,
/guidance/tax-credits-working-out-income,detailed_guide,guidance and regulation,10,0,1,0,3,
/government/organisations/careers-wales,organisation,other,5,0,2,0,3,
/staff-redundant/redundancy-consultations,guide,services,15,0,0,0,3,
/government/collections/payroll-publications-for-employers,document_collection,other,4,0,1,0,3,
/world/mexico,taxon,other,3,1,0,0,3,
/help/privacy-notice,help_page,other,7,1,0,0,3,
/permitted-paid-engagement-visa,guide,services,10,0,0,0,3,
/guidance/high-value-courses-for-school-and-college-leavers-a-one-year-offer-for-18-and-19-year-olds,detailed_guide,guidance and regulation,4,2,0,0,3,
/redundancy-your-rights/print,guide,services,3,0,0,0,3,
/complain-about-hmrc,answer,services,10,2,1,0,3,
/topic/dealing-with-hmrc,topic,other,9,0,0,0,3,
/data-protection-your-business/recruitment-managing-staff-records,guide,services,21,5,1,0,3,
/lay-offs-short-timeworking,guide,services,30,3,2,0,3,
/guidance/state-pension-if-youve-lived-in-australia-canada-or-new-zealand,detailed_guide,guidance and regulation,5,2,2,0,3,
