page path,document type,document supertype,number of sessions that visit this page,number of sessions where this page is an entrance hit,number of sessions where this page is an exit hit,number of sessions where this page is both an entrance and exit hit,tfdf_max
/sa302-tax-calculation,answer,services,21,3,2,0,2.0
/government/publications/blue-badge-can-i-get-one,guidance,guidance and regulation,18,2,4,0,2.0
/file-your-confirmation-statement-with-companies-house,transaction,services,18,4,2,0,2.0
/contact-your-local-council-about-business-rates,local_transaction,services,1,0,0,0,2.0
/hmrc-internal-manuals/pensions-tax-manual/ptm095200,hmrc_manual,guidance and regulation,1,0,0,0,2.0
/become-magistrate,guide,services,26,3,3,0,2.0
/guidance/send-prison,detailed_guide,guidance and regulation,1,0,0,0,2.0
/guidance/civil-service-fast-track-apprenticeship-list-of-qualifying-stem-subjects,detailed_guide,guidance and regulation,1,1,0,0,2.0
/adding-higher-categories-to-your-driving-licence,answer,services,10,0,1,0,2.0
/childcare-parenting/working-time-off-when-having-a-baby,taxon,other,1,0,0,0,2.0
/government/organisations/border-force/about/recruitment,recruitment,other,25,15,7,1,2.0
/guidance/veterans-uk-contact-us,detailed_guide,guidance and regulation,2,1,0,0,2.0
/capital-allowances-sell-asset,answer,services,7,1,0,0,2.0
/guidance/covid-19-coronavirus-restrictions-what-you-can-and-cannot-do.so,detailed_guide,guidance and regulation,1,0,0,0,2.0
/government/organisations/hm-revenue-customs/contact/tax-credits-payment,contact,other,3,0,1,0,2.0
/joint-property-ownership,guide,services,10,0,0,0,2.0
/help-with-childcare-costs/free-childcare-2-year-olds,guide,services,27,2,11,0,2.0
/government/publications/good-character-nationality-policy-guidance,guidance,guidance and regulation,2,0,0,1,2.0
/vehicle-tax-direct-debit,guide,services,6,2,2,0,2.0
/government/publications/national-security-vetting-ctc-and-sc-completing-your-security-questionnaire,guidance,guidance and regulation,4,0,1,0,2.0
/government/organisations/foreign-commonwealth-office/about/recruitment,recruitment,other,8,0,2,0,2.0
/guidance/safeguarding-duties-for-charity-trustees,detailed_guide,guidance and regulation,4,1,1,0,2.0
/agricultural-workers-rights/pay-and-overtime,guide,services,24,1,1,1,2.0
/government/organisations/civil-service-government-legal-profession,organisation,other,6,1,1,0,2.0
/guidance/eu-settlement-scheme-applying-from-outside-the-uk,detailed_guide,guidance and regulation,10,0,3,0,2.0
/guidance/working-through-an-umbrella-company,detailed_guide,guidance and regulation,10,5,1,0,2.0
/guidance/maintaining-records-of-staff-customers-and-visitors-to-support-nhs-test-and-trace,detailed_guide,guidance and regulation,3,1,0,0,2.0
/world/brazil,taxon,other,3,0,1,1,2.0
/tell-employer-or-college-about-criminal-record/community-service,guide,services,18,3,0,0,2.0
/government/organisations/valuation-office-agency,organisation,other,6,1,0,0,2.0
/employers-paternity-pay-leave,guide,services,27,5,5,0,2.0
/topic/immigration-operational-guidance/modernised-guidance,topic,other,9,0,0,0,2.0
/set-up-business-partnership/naming-your-partnership,guide,services,3,0,0,0,2.0
/world/greece,taxon,other,3,0,1,0,2.0
/paternity-pay-leave/print,guide,services,2,0,0,0,2.0
/guidance/apprenticeship-funding-rules-for-employer-providers/annex-a-eligibility-criteria-who-we-fund,manual,guidance and regulation,5,2,1,0,2.0
/health-care-worker-visa/your-partner-and-children,guide,services,11,1,1,0,2.0
/guidance/find-out-if-a-person-has-a-record-for-child-sexual-offences,detailed_guide,guidance and regulation,9,1,3,1,2.0
/refugee-integration-loan,guide,services,16,1,3,3,2.0
/welfare/entitlement,taxon,other,33,1,0,0,2.0
/employee-lose-sponsor-licence,answer,services,10,1,0,0,2.0
/vehicle-tax-rate-tables/rates-for-cars-registered-on-or-after-1-march-2001,guide,services,5,1,0,0,2.0
/apply-citizenship-british-nationality/most-types-of-british-nationality,guide,services,3,0,0,0,2.0
/appeal-call-up-reserve-forces/appeal-to-the-tribunal,guide,services,5,1,0,0,2.0
/checks-when-buying-a-used-car,answer,services,9,0,0,0,2.0
/government/publications/access-to-work-eligibility-letter-for-employees-and-employers,form,services,5,1,0,0,2.0
/making-child-maintenance-arrangement/using-child-maintenance-service,guide,services,3,0,1,0,2.0
/get-replacement-citizenship-certificate,answer,services,13,1,2,0,2.0
/disciplinary-procedures-and-action-at-work/how-disciplinary-procedures-work,guide,services,48,13,4,1,2.0
/guidance/state-pension-if-youve-lived-in-australia-canada-or-new-zealand,detailed_guide,guidance and regulation,5,2,2,0,2.0
/child-study-visa/eligibility,guide,services,2,0,0,0,2.0
/browse/environment-countryside/boats-waterways,mainstream_browse_page,other,4,0,0,0,2.0
/government/organisations/environment-agency/services-information,services_and_information,other,2,0,0,0,2.0
/debt-payments-from-your-wages/change-payment,guide,services,4,0,0,0,2.0
/hmrc-internal-manuals/pensions-tax-manual/ptm052100,hmrc_manual,guidance and regulation,1,0,0,0,2.0
/guidance/immigration-rules/immigration-rules-part-6a-the-points-based-system,manual,guidance and regulation,14,0,1,0,2.0
/tb-test-visa/countries-where-you-need-a-tb-test-to-enter-the-uk,guide,services,16,0,0,0,2.0
/agency-workers-your-rights/your-rights-as-a-temporary-agency-worker,guide,services,18,1,4,1,2.0
/tax-overpayments-and-underpayments/if-youre-due-a-refund,guide,services,34,1,4,0,2.0
/government/publications/covid-19-national-framework-for-prison-regimes-and-services,guidance,guidance and regulation,2,0,0,0,2.0
/government/publications/universal-credit-housing-queries-routeway/universal-credit-housing-queries-routeway,html_publication,other,1,1,0,0,2.0
/education/adult-and-community-learning,taxon,other,4,0,0,0,2.0
/world/travelling-to-italy,taxon,other,2,0,0,0,2.0
/government/collections/common-travel-area-entry-clearance-guidance,document_collection,other,3,0,0,0,2.0
/guidance/transferring-apprenticeship-service-funds,detailed_guide,guidance and regulation,5,2,1,0,2.0
/check-tenant-right-to-rent-documents/agents-and-subletting,guide,services,5,0,0,0,2.0
/government-authorised-exchange/apply,guide,services,4,0,1,0,2.0
/scottish-income-tax/if-you-move-to-or-from-scotland,guide,services,2,1,0,0,2.0
/government/organisations/probation-service,organisation,other,3,1,1,0,2.0
/industrial-action-strikes/going-on-strike-and-picketing,guide,services,4,0,0,0,2.0
/employers-paternity-pay-leave/eligibility,guide,services,4,0,0,0,2.0
/government/publications/claim-for-loss-of-notice-factsheet-rp2,form,services,6,1,0,0,2.0
/government/statistics/gross-state-pension-entitlement,official_statistics,research and statistics,2,0,0,0,2.0
/appoint-tax-agent,answer,services,7,2,0,0,2.0
/running-a-limited-company/company-annual-return,guide,services,2,0,0,0,2.0
/being-made-bankrupt,guide,services,2,0,0,0,2.0
/government/organisations/home-office/about,about,other,5,0,1,0,2.0
/guidance/domestic-abuse-how-to-get-help,detailed_guide,guidance and regulation,5,2,1,0,2.0
/government/publications/accredited-personal-licence-qualification-providers/accredited-personal-licence-qualification-providers,html_publication,other,17,8,4,0,2.0
/guidance/capital-gains-tax-for-non-residents-uk-residential-property,detailed_guide,guidance and regulation,5,1,1,0,2.0
/frontier-worker-permit/apply,guide,services,17,3,1,1,2.0
/guidance/universal-credit-how-it-helps-you-into-work,detailed_guide,guidance and regulation,3,0,0,0,2.0
/guidance/adult-education-budget-aeb-funding-rules-2021-to-2022,detailed_guide,guidance and regulation,7,1,0,0,2.0
/repaying-your-student-loan/how-you-repay,guide,services,6,0,0,0,2.0
/government/publications/pip-quick-guide-for-support-organisations/pip-quick-guide-for-support-organisations,html_publication,other,1,0,0,0,2.0
/check-income-tax-current-year/sign-in/create-account,service_sign_in,other,36,14,0,0,2.0
/government/publications/ca38-national-insurance-contributions-tables-a-and-j,guidance,guidance and regulation,4,1,1,0,2.0
/guidance/united-kingdom-security-vettingreferees-hiring-managers-contractors-and-consultants,detailed_guide,guidance and regulation,1,0,0,0,2.0
/government/collections/trusts-and-estates-forms,document_collection,other,1,0,0,0,2.0
/government/publications/application-for-a-state-pension-forecast-on-divorce-or-dissolution-br20,form,services,6,1,0,0,2.0
/coronavirus-volunteering/ways-to-volunteer,guide,services,9,0,1,0,2.0
/government/publications/post-16-education-and-training-institutions-transition-grants-for-area-reviews,form,services,6,0,0,0,2.0
/drivers-hours/eu-rules,guide,services,2,0,0,0,2.0
/expenses-and-benefits-business-travel-mileage,guide,services,3,0,0,0,2.0
/join-trade-union/trade-union-membership-your-employment-rights,guide,services,31,4,2,0,2.0
/government/publications/governance-handbook,guidance,guidance and regulation,1,0,0,0,2.0
/society-and-culture/conservation-of-historic-buildings-and-monuments,taxon,other,1,0,0,0,2.0
/paye-settlement-agreements,guide,services,7,0,0,0,2.0
/check-british-citizenship/born-in-the-uk-from-1-july-2021-onwards,guide,services,5,1,0,0,2.0
/government/all,taxon,other,7,0,0,0,2.0
/government/publications/provider-guide-to-delivering-high-quality-apprenticeships/ofsted-inspection-and-esfa-intervention,html_publication,other,3,0,0,0,2.0
/government/publications/application-registration-card-arc/application-registration-card-arc,html_publication,other,14,2,7,0,2.0
/refugee-integration-loan/how-to-apply,guide,services,3,0,0,0,2.0
/guidance/disclosure-and-barring-service-representations-process,detailed_guide,guidance and regulation,5,1,0,0,2.0
/topic/business-tax/aggregates-levy,topic,other,1,0,0,0,2.0
/government/publications/maternity-certificate-mat-b1-guidance-for-health-professionals/maternity-certificate-form-mat-b1-guidance-on-completion,html_publication,other,4,1,1,1,2.0
/government/publications/subject-access-requests,foi_release,transparency,2,2,0,0,2.0
/child-trust-funds/managing-the-account,guide,services,22,2,1,0,2.0
/government/publications/jsa-for-16-to-17-year-olds-guidance-for-dwp-staff-making-a-severe-hardship-decision,guidance,guidance and regulation,10,0,9,1,2.0
/book-your-instructor-theory-test,transaction,services,6,0,2,0,2.0
/data-protection-your-business,guide,services,11,2,0,0,2.0
/government/publications/national-curriculum-in-england-mathematics-programmes-of-study,statutory_guidance,guidance and regulation,3,1,0,0,2.0
/government/collections/right-of-abode-entry-clearance-guidance,document_collection,other,1,0,0,0,2.0
/guidance/pay-coronavirus-job-retention-scheme-grants-back,detailed_guide,guidance and regulation,4,0,0,0,2.0
/pay-self-assessment-tax-bill/direct-debit,guide,services,4,0,0,0,2.0
/government/publications/the-fit-note-a-guide-for-patients-and-employees,guidance,guidance and regulation,21,2,5,1,2.0
/if-your-child-is-taken-into-care/educating-children-in-care,guide,services,2,0,0,0,2.0
/check-your-driver-cpc-periodic-training-hours,transaction,services,14,7,3,0,2.0
/government/publications/criminal-records-checks-for-overseas-applicants/countries-q-z,html_publication,other,30,7,1,0,2.0
/government/publications/british-nationals-overseas-nationality-policy-guidance,guidance,guidance and regulation,5,0,0,0,2.0
/government/publications/form-c100-application-under-the-children-act-1989-for-a-child-arrangements-prohibited-steps-specific-issue-section-8-order-or-to-vary-or-discharge,form,services,1,0,0,0,2.0
/entering-staying-uk/visit-and-transit-visas,taxon,other,1,0,0,0,2.0
/government/publications/supporting-documents-for-sponsor-applications-appendix-a/appendix-a,html_publication,other,8,1,0,0,2.0
/update-approved-driving-instructor-registration,transaction,services,1,0,0,0,2.0
/employer-reporting-expenses-benefits/reporting-and-paying,guide,services,6,0,0,0,2.0
/how-to-vote/postal-voting,guide,services,2,0,0,0,2.0
/guidance/rates-and-thresholds-for-employers-2020-to-2021,detailed_guide,guidance and regulation,8,2,0,0,2.0
/government/organisations/land-registry/about/recruitment,recruitment,other,21,3,11,2,2.0
/guidance/technical-guidance-for-official-receivers/38-ppi-and-financial-mis-selling,manual,guidance and regulation,1,0,0,0,2.0
/government/publications/plant-species-by-import-category/import-requirements-for-plants-plant-produce-and-products,html_publication,other,1,0,0,0,2.0
/government/publications/terminate-an-appointment-of-a-director-tm01,form,services,3,0,1,0,2.0
/government/collections/further-education-and-skills-statistical-first-release-sfr,document_collection,other,4,0,1,0,2.0
/government/collections/archive-immigration-rules,document_collection,other,11,0,0,0,2.0
/government/publications/a-parents-guide-to-apprenticeships,guidance,guidance and regulation,8,3,2,1,2.0
/childcare-out-of-school-hours,local_transaction,services,5,0,0,0,2.0
/the-warm-home-discount-scheme/guarantee-pension-credit,guide,services,28,2,4,0,2.0
/guidance/find-someone-to-apply-for-a-kickstart-scheme-grant-on-your-behalf,detailed_guide,guidance and regulation,8,2,2,0,2.0
/long-residence,guide,services,18,2,0,0,2.0
/foreign-travel-advice/antarctica-british-antarctic-territory,travel_advice,guidance and regulation,1,0,0,0,2.0
/vehicle-registration-schemes-for-the-motor-trade/nonsecure-registration-scheme,guide,services,1,0,0,0,2.0
/help-with-prison-visits,transaction,services,4,1,0,0,2.0
/applying-for-probate/if-youre-an-executor,guide,services,8,1,0,0,2.0
/hackney-carriage-licence,licence,services,1,0,1,0,2.0
/government/publications/automatic-acquisition-nationality-policy-guidance,guidance,guidance and regulation,5,0,0,0,2.0
/parents-learning-allowance/what-youll-get,guide,services,15,1,0,0,2.0
/guidance/pension-administrators-check-a-members-gmp,detailed_guide,guidance and regulation,3,0,0,0,2.0
/find-an-immigration-adviser/what-advisers-can-do,guide,services,4,0,0,0,2.0
/government/publications/jobseekers-allowance-what-you-need-to-tell-us-if-you-do-any-work-b7l/jobseekers-allowance-what-you-need-to-tell-us-if-you-do-any-work-b7l,html_publication,other,14,4,7,1,2.0
/hmrc-internal-manuals/national-insurance-manual/nim34001,hmrc_manual,guidance and regulation,1,0,0,0,2.0
/employment-tribunals/legislation,guide,services,7,1,0,0,2.0
/theory-test/reading-difficulty-disability-or-health-condition,guide,services,5,2,0,0,2.0
/government/collections/guidance-for-recruiters-using-civil-service-jobs-vx,document_collection,other,1,0,0,0,2.0
/topic/immigration-operational-guidance/commerical-casework-guidance,topic,other,8,1,0,0,2.0
/government/consultations/aligning-the-upper-age-for-nhs-prescription-charge-exemptions-with-the-state-pension-age/aligning-the-upper-age-for-nhs-prescription-charge-exemptions-with-the-state-pension-age,html_publication,other,3,2,1,0,2.0
/when-do-the-clocks-change,calendar,guidance and regulation,2,1,0,1,2.0
/government/publications/universal-credit-and-self-employment-quick-guide/universal-credit-and-self-employment-quick-guide,html_publication,other,18,1,10,0,2.0
/guidance/salary-sacrifice-and-the-effects-on-paye,detailed_guide,guidance and regulation,6,3,1,0,2.0
/topic/competition/consumer-protection,topic,other,3,0,0,0,2.0
/innovator-visa/switch-to-this-visa,guide,services,4,0,0,0,2.0
/guidance/funding-payments-for-academies,detailed_guide,guidance and regulation,1,0,0,0,2.0
/government/organisations/hm-revenue-customs/contact/probate-and-inheritance-tax-enquiries,contact,other,3,0,1,0,2.0
/leaving-prison,guide,services,5,0,0,0,2.0
/government/organisations/hm-revenue-customs/contact/self-assessment-online-services-helpdesk,contact,other,9,4,0,0,2.0
/child-benefit-complaints,answer,services,4,0,0,0,2.0
/government/statistics/pension-provision-ni-contributions-qualifying-years-and-second-tier-pensions-april-2013,national_statistics,research and statistics,2,0,0,0,2.0
/theory-test/pass-mark-and-result,guide,services,5,0,1,0,2.0
/plug-in-car-van-grants,answer,services,2,0,1,0,2.0
/cancel-visa,answer,services,12,0,2,0,2.0
/guidance/16-to-19-bursary-fund-guide-2021-to-2022-academic-year,detailed_guide,guidance and regulation,2,1,0,0,2.0
/jury-service/what-you-can-claim-if-youre-an-employee,guide,services,4,0,0,0,2.0
/government/statistics/social-fund-crisis-loan-multiple-applications-and-awards-2010,official_statistics,research and statistics,2,0,0,0,2.0
/guidance/help-and-support-if-your-business-is-affected-by-coronavirus-covid-19,detailed_guide,guidance and regulation,3,0,1,0,2.0
/file-changes-to-a-company-with-companies-house,transaction,services,5,1,0,0,2.0
/government/statistics/dbs-dataset-5-police-disclosure-unit-performance,official_statistics,research and statistics,1,0,0,0,2.0
/government/publications/student-sponsor-guidance,guidance,guidance and regulation,5,0,1,0,2.0
/government/publications/our-customer-charter/our-customer-charter,html_publication,other,3,2,0,0,2.0
/help-with-childcare-costs/support-while-you-study,guide,services,13,0,1,0,2.0
/check-british-citizenship/born-in-the-uk-on-30-april-2006-onwards,guide,services,7,1,0,0,2.0
/browse/driving/driving-enforcing-the-law,mainstream_browse_page,other,8,0,0,0,2.0
/government/groups/veterans-welfare-service,working_group,other,3,0,0,0,2.0
/government/get-involved/take-part/set-up-a-new-school,take_part,other,4,0,0,0,2.0
/expenses-and-benefits-cash-sum-payments/scale-rate-payments,guide,services,2,0,0,0,2.0
/government/organisations/department-for-international-development/about/recruitment,recruitment,other,6,0,1,1,2.0
/help-with-childcare-costs/childcare-vouchers,guide,services,5,1,0,0,2.0
/guidance/teachers-claim-back-your-student-loan-repayments,detailed_guide,guidance and regulation,1,0,0,0,2.0
/applying-for-probate/apply-for-probate,guide,services,8,3,0,0,2.0
/foreign-travel-advice/india,travel_advice,guidance and regulation,15,2,6,0,2.0
/housing-and-universal-credit/property-you-own,guide,services,23,2,1,0,2.0
/government/publications/what-your-nhs-covid-pass-letter-tells-you,guidance,guidance and regulation,5,1,1,0,2.0
/government/publications/lrs-help-and-support,guidance,guidance and regulation,49,5,5,0,2.0
/deferring-state-pension/if-you-move-abroad,guide,services,23,4,0,0,2.0
/government/publications/covid-19-response-summer-2021-roadmap/moving-to-step-4-of-the-roadmap,html_publication,other,5,2,0,0,2.0
/being-a-goods-vehicle-operator,guide,services,4,1,0,0,2.0
/browse/justice/young-people,mainstream_browse_page,other,19,4,0,0,2.0
/tax-overpayments-and-underpayments/if-you-owe-tax,guide,services,8,0,0,0,2.0
/school-discipline-exclusions,guide,services,4,0,0,0,2.0
/government/organisations/competition-and-markets-authority,organisation,other,7,3,2,0,2.0
/government/publications/list-of-private-providers-of-coronavirus-testing,guidance,guidance and regulation,5,0,1,0,2.0
/guidance/apprenticeship-funding-rules-for-training-providers/who-can-be-funded,manual,guidance and regulation,4,0,0,0,2.0
/guidance/notarial-and-documentary-services-guide-for-hong-kong,detailed_guide,guidance and regulation,2,1,0,0,2.0
/government/publications/tables-a-pay-adjustment-tables,guidance,guidance and regulation,3,0,0,0,2.0
/report-untaxed-vehicle,answer,services,5,2,0,0,2.0
/apply-citizenship-indefinite-leave-to-remain/how-to-apply,guide,services,27,4,5,0,2.0
/foreign-travel-advice/bulgaria/entry-requirements,travel_advice,guidance and regulation,8,0,2,0,2.0
/government/publications/employment-tribunal-procedure-rules,regulation,guidance and regulation,2,0,1,0,2.0
/government/publications/coronavirus-covid-19-travellers-exempt-from-uk-border-rules,guidance,guidance and regulation,4,0,1,0,2.0
/government-authorised-exchange/switch-to-this-visa,guide,services,2,0,0,0,2.0
/hmrc-internal-manuals/paye-manual/paye61030,hmrc_manual,guidance and regulation,1,0,0,0,2.0
/browse/tax/vat,mainstream_browse_page,other,24,0,0,0,2.0
/guidance/how-to-calculate-your-scheme-members-guaranteed-minimum-pension,detailed_guide,guidance and regulation,4,0,1,0,2.0
/set-up-a-social-enterprise,answer,services,4,2,0,0,2.0
/government/statistics/esa-underpayments-forecast-numbers-affected-forecast-expenditure-and-progress-on-checking/may-2019-esa-underpayments-progress-on-checking,html_publication,other,3,0,0,0,2.0
/guidance/complete-the-school-census/data-items-2021-to-2022,manual,guidance and regulation,1,0,0,0,2.0
/government/publications/universal-credit-alternative-payment-arrangements,guidance,guidance and regulation,8,0,0,0,2.0
/government/organisations/independent-case-examiner,organisation,other,4,0,0,0,2.0
/government/organisations/office-for-disability-issues,organisation,other,2,0,0,0,2.0
/guidance/apply-for-a-parole-decision-to-be-reconsidered,detailed_guide,guidance and regulation,2,1,0,0,2.0
/search-register-planning-decisions,local_transaction,services,2,0,1,0,2.0
/government/organisations/natural-england,organisation,other,12,2,6,2,2.0
/government/organisations/civil-service-government-occupational-psychology-profession/about,about,other,2,1,1,0,2.0
/government/publications/dbs-referral-guide-making-representations/dbs-barring-and-referrals-making-representations,html_publication,other,6,1,0,0,2.0
/business-finance-support/business-growth-calderdale,business_finance_support_scheme,guidance and regulation,1,0,0,0,2.0
/foreign-travel-advice/latvia/coronavirus,travel_advice,guidance and regulation,2,1,0,0,2.0
/government/publications/double-taxation-united-kingdomaustralia-si-2003-number-3199-form-australia-individual-2003,form,services,1,0,0,0,2.0
/government/publications/end-point-assessment-organisation-guide-to-delivering-high-quality-assessment-of-apprenticeships,guidance,guidance and regulation,2,0,0,0,2.0
/guidance/e10-petrol-explained,detailed_guide,guidance and regulation,10,4,1,0,2.0
/replace-driver-cpc-card,answer,services,1,0,0,0,2.0
/renting-out-a-property/paying-tax,guide,services,7,1,0,0,2.0
/rights-of-trade-union-reps,answer,services,19,1,1,1,2.0
/government/publications/direct-earnings-attachments-an-employers-guide/direct-earnings-attachment-a-guide-for-employers,html_publication,other,1,1,0,0,2.0
/paye-for-employers/choose-payroll,guide,services,7,0,0,0,2.0
/education/becoming-an-intern-or-trainee,taxon,other,2,1,0,0,2.0
/passport-interview-office,answer,services,1,0,0,0,2.0
/government/publications/new-enterprise-allowance-survey,research,research and statistics,3,0,0,0,2.0
/world/living-in-denmark,taxon,other,1,0,0,0,2.0
/visas-partner-dies,guide,services,10,0,0,0,2.0
/guidance/create-and-publish-job-adverts,detailed_guide,guidance and regulation,1,0,0,0,2.0
/driving-licence-codes,answer,services,15,1,2,0,2.0
/guidance/qualification-funding-approval,manual,guidance and regulation,11,0,0,0,2.0
/agricultural-workers-rights,guide,services,29,1,1,1,2.0
/tips-at-work/tips-and-tax,guide,services,6,0,1,0,2.0
/government/publications/company-names-tribunal-decision-intel-trade-ltd,decision,news and communication,1,0,0,0,2.0
/report-concern-about-attorney-deputy-guardian,answer,services,5,0,2,0,2.0
/transport-disabled/cars-buses-and-coaches,guide,services,6,1,0,0,2.0
/search-bankruptcy-insolvency-register,answer,services,14,2,1,0,2.0
/apply-for-your-full-driving-licence,answer,services,13,0,0,0,2.0
/government/organisations/immigration-enforcement,organisation,other,18,0,0,0,2.0
/government/publications/portugal-criminal-record-certificate/request-a-copy-of-your-criminal-record-certificate-in-the-uk-and-in-portugal,html_publication,other,5,2,0,0,2.0
/government/publications/national-insurance-application-for-national-insurance-credits-modca1,form,services,1,0,0,0,2.0
/claim-tax-credits/joint-claims,guide,services,15,0,1,0,2.0
/annual-accounts/microentities-small-and-dormant-companies,guide,services,2,2,0,0,2.0
/claim-compensation-criminal-injury/eligibility,guide,services,5,0,0,0,2.0
/government/organisations/government-actuarys-department,organisation,other,5,0,2,0,2.0
/contact-student-finance-england,answer,services,37,8,11,1,2.0
/overtime-your-rights/time-off-and-paid-leave,guide,services,32,3,3,1,2.0
/government/publications/safeguarding-factsheet-community-volunteers-during-covid-19-outbreak,guidance,guidance and regulation,1,0,0,0,2.0
/individual-savings-accounts/if-you-move-abroad,guide,services,2,0,0,0,2.0
/government/publications/report-a-will-is-lost-to-support-a-probate-application,form,services,1,0,0,0,2.0
/government/publications/coronavirus-job-retention-scheme-service-availability-and-issues,guidance,guidance and regulation,2,0,0,0,2.0
/government/publications/form-a58-application-for-an-adoption-order-section-46-adoption-and-children-act-2002,form,services,1,0,0,0,2.0
/change-circumstances-visa-brp/youre-in-the-uk-and-dont-have-a-brp,guide,services,62,3,2,0,2.0
/night-working-hours/exceptions-to-night-work-limits,guide,services,20,1,0,0,2.0
/government/publications/skilled-worker-visa-jobs-that-qualify-for-a-phd-salary-discount,guidance,guidance and regulation,3,0,0,0,2.0
/epilepsy-and-driving,answer,services,1,0,0,0,2.0
/government/publications/rdr3-statutory-residence-test-srt/guidance-note-for-statutory-residence-test-srt-rdr3,html_publication,other,8,0,0,0,2.0
/agency-workers-your-rights/entertainment-and-modelling-agencies,guide,services,12,1,0,0,2.0
/apply-home-office-travel-document/family-members,guide,services,4,0,0,0,2.0
/tax-credits-appeals-complaints,guide,services,7,0,0,0,2.0
/scottish-income-tax/2020-to-2021-tax-year,guide,services,4,0,1,0,2.0
/disability-premiums/print,guide,services,2,0,0,0,2.0
/claim-tax-credits/working-hours,guide,services,13,1,0,0,2.0
/access-to-work/report-a-change-of-circumstances,guide,services,123,59,3,2,2.0
/apply-citizenship-stateless,guide,services,10,0,0,0,2.0
/government/organisations/ofqual,organisation,other,18,1,11,0,2.0
/government/publications/income-tax-claim-for-repayment-of-tax-deducted-from-savings-and-investments-r40,form,services,7,1,0,0,2.0
/school-discipline-exclusions/exclusions,guide,services,3,0,0,0,2.0
/low-flying-in-your-area/where-and-when-low-flying-happens,guide,services,4,0,2,0,2.0
/registration-certificate,answer,services,4,0,2,0,2.0
/support-child-or-partners-student-finance-application/if-you-need-to-update-your-details,guide,services,4,0,2,0,2.0
/payroll-software,guide,services,16,1,0,0,2.0
/government/publications/update-service-privacy-policy/update-service-privacy-policy,html_publication,other,8,2,0,0,2.0
/government/collections/universal-credit-local-housing-allowance-rates,document_collection,other,1,0,0,0,2.0
/get-help-hmrc-extra-support/information-in-another-language,guide,services,6,0,0,0,2.0
/topic/schools-colleges-childrens-services/early-years,topic,other,3,0,0,0,2.0
/government/publications/pay-and-work-rights-complaints,form,services,16,2,0,1,2.0
/government/organisations/hm-prison-service,organisation,other,15,6,2,0,2.0
/government/publications/workers-and-temporary-workers-guidance-for-sponsors-part-2-sponsor-a-worker/workers-and-temporary-workers-guidance-for-sponsors-part-2-sponsor-a-worker-general-information-accessible-version,html_publication,other,3,1,0,0,2.0
/government/publications/guidelines-for-the-countersignatory-application-form,guidance,guidance and regulation,3,0,0,0,2.0
/get-help-savings-low-income/what-youll-get,guide,services,23,2,0,0,2.0
/government/publications/kickstart-scheme-terms-and-conditions,guidance,guidance and regulation,27,2,3,0,2.0
/winter-fuel-payment/report-change-circumstances,guide,services,18,2,3,0,2.0
/government/publications/universal-credit-and-tax-credits/universal-credit-and-tax-credits,html_publication,other,4,0,2,0,2.0
/government/publications/child-benefit-change-of-family-circumstances,form,services,8,1,0,0,2.0
/personal-pensions-your-rights/complaints,guide,services,10,1,0,0,2.0
/government/organisations/natural-england/about/recruitment,recruitment,other,5,2,3,0,2.0
/tax-property-money-shares-you-inherit/joint-property-shares-bank-accounts,guide,services,1,0,0,0,2.0
/change-theory-test,transaction,services,11,3,4,0,2.0
/vehicle-insurance/uninsured-vehicles,guide,services,3,1,0,0,2.0
/world/qatar,taxon,other,1,0,0,1,2.0
/guidance/brexit-guidance-for-individuals-and-families.cy,detailed_guide,guidance and regulation,1,0,0,0,2.0
/government/publications/coronavirus-covid-19-general-aviation/coronavirus-covid-19-general-aviation,html_publication,other,1,1,0,0,2.0
/government/publications/how-to-register-for-an-idams-account,guidance,guidance and regulation,2,0,1,0,2.0
/government/publications/spending-review-2020-documents/spending-review-2020,html_publication,other,2,1,0,0,2.0
/browse/business/expenses-employee-benefits,mainstream_browse_page,other,18,1,0,0,2.0
/government/publications/double-taxation-treaty-relief-form-dt-individual,form,services,2,0,0,0,2.0
/guidance/provide-a-pension-for-your-scheme-member,detailed_guide,guidance and regulation,1,0,0,0,2.0
/day-care-centres,local_transaction,services,10,0,0,0,2.0
/government/publications/parental-responsibility-measures-for-behaviour-and-attendance,statutory_guidance,guidance and regulation,1,0,1,0,2.0
/paye-online/desktop-viewer,guide,services,5,0,0,0,2.0
/government/publications/making-your-premises-safe-from-fire,guidance,guidance and regulation,2,0,0,0,2.0
/search-local-archives,local_transaction,services,6,2,2,0,2.0
/guidance/the-uks-points-based-immigration-system-information-for-eu-citizens.it,detailed_guide,guidance and regulation,6,2,0,1,2.0
/how-the-post-office-check-and-send-service-works,answer,services,14,4,1,0,2.0
/government/publications/introduction-of-t-levels,guidance,guidance and regulation,3,0,0,1,2.0
/help-for-disabled-child/education,guide,services,4,1,0,0,2.0
/annual-accounts,guide,services,1,0,0,0,2.0
/government/publications/safeguarding-children-and-protecting-professionals-in-early-years-settings-online-safety-considerations,guidance,guidance and regulation,1,0,1,0,2.0
/tax-uk-income-live-abroad/personal-allowance,guide,services,6,0,0,0,2.0
/national-curriculum/key-stage-3-and-4,guide,services,11,0,1,0,2.0
/tax-company-benefits/other-company-benefits-youll-pay-tax-on,guide,services,7,2,2,0,2.0
/topic/government/european-union-laws-and-regulation,topic,other,3,0,0,0,2.0
